,unitid,inst_name,state_abbr,latitude,longitude,url_athletes,member_conf_baseball,member_ncaa,member_naia,member_njcaa,conf_number_baseball,est_fte,level_of_study,ftpt,income_level,average_grant,net_price,number_applied,number_admitted,number_enrolled_total,sex,reqt_test_scores,sat_crit_read_75_pctl,sat_math_75_pctl,Acceptance_Rate,CONFNO3,Conference_Name,School,...1,instnm,stabbr,city,zip,ugds,insturl,tuitionfee_in,tuitionfee_out,locale,adm_rate,sat_avg,admcon7,npt4_pub,npt4_priv,npt45_pub,npt45_priv,year.x,ID,team_name,Division,Common name...5,Nickname,City,State,Primary,...10,...11,team_id,division.x,year.y,wins,losses,ties,team_name.y.y,division.y,season,total_players,avg_p_height_in,avg_other_height_in,count_Fr,count_So,count_Jr,count_Sr,count_Other,top_state_1,top_state_2,top_state_3,top_state_1_count,top_state_2_count,top_state_3_count
735,222831,Angelo State University,TX,31.440914,-100.465051,www.angelosports.com/,Yes,Yes,No,No,147,6516,Undergraduate,Full-time,$110 ,2353,18821,3515,2463,1286,Total,Considered,590,570,0.700711238,147,Lone Star Conference,Angelo State University,3056,Angelo State University,TX,San Angelo,76909,5515,www.angelo.edu/,8319,18399,13,0.7923,1049,5,12915,NA,20902,NA,latest,25,Angelo St.,2,Angelo State University,Rams & Rambelles,San Angelo,TX,Lone Star Conference,NA,NA,596854,2,2025,48,10,0,Angelo St.,2,2025,34,74.25,72.33333333,0,3,8,23,0,TX,IL,LA,5,1,1
736,222983,Austin College,TX,33.646345,-96.596331,www.austincollege.edu/campus-offices/academic-affairs/registrar/institutional-research/consumer-information/,Yes,Yes,No,No,198,1392,Undergraduate,Full-time,$110 ,29161,28585,4130,1764,284,Total,Considered,670,670,0.427118644,198,Southern Collegiate Athletic Conference,Austin College,3059,Austin College,TX,Sherman,75090-4400,1125,www.austincollege.edu/,46500,46500,13,0.4666,1272,5,NA,23451,NA,27503,latest,953,Austin,3,Austin College,Kangaroos,Sherman,TX,Southern Collegiate Athletic Conference,NA,NA,597096,3,2025,15,24,0,Austin,3,2025,49,NA,NA,5,12,12,12,8,NA,NA,NA,NA,NA,NA
737,223232,Baylor University,TX,31.546872,-97.121041,www.baylor.edu/ir/index.php?id=84791,Yes,Yes,No,No,108,15570,Undergraduate,Full-time,$110 ,23708,44827,36588,20741,4271,Total,Considered,670,680,0.566879851,108,Big Twelve Conference,Baylor University,3066,Baylor University,TX,Waco,76798,15007,www.baylor.edu/,54844,54844,12,0.5099,1313,5,NA,41942,NA,47442,latest,51,Baylor,1,Baylor,Bears,Waco,TX,Big 12 Conference,NA,NA,596493,1,2025,33,22,0,Baylor,1,2025,41,74.89473684,72.27272727,10,10,5,16,0,TX,AZ,FL,34,1,1
738,224004,Concordia University Texas,TX,30.420232,-97.835703,NA,Yes,Yes,No,No,204,1745,Undergraduate,Full-time,$110 ,18151,31343,1441,1283,199,Total,Considered,580,570,0.890353921,204,American Southwest Conference,Concordia University Texas,3076,Concordia University Texas,TX,Austin,78726,1388,https://www.concordia.edu/,36690,36690,11,0.9106,988,5,NA,22240,NA,31244,latest,24400,Concordia (TX),3,Concordia University Texas,Tornados,Austin,TX,Southern Collegiate Athletic Conference,NA,NA,597176,3,2025,35,13,0,Concordia (TX),3,2025,56,71,NA,3,8,19,17,9,TX,NA,NA,1,NA,NA
739,224226,Dallas Baptist University,TX,32.710017,-96.947006,www.dbupatriots.com/documents/2012/3/13/StudentRighttoKnowAct.pdf,Yes,Yes,No,No,123,2388,Undergraduate,Full-time,$110 ,16416,29951,6916,6501,686,Total,Considered,610,590,0.939994216,123,Missouri Valley Conference,Dallas Baptist University,3081,Dallas Baptist University,TX,Dallas,75211-9299,2526,https://www.dbu.edu/,38140,38140,11,0.9108,1109,5,NA,30092,NA,33949,latest,1045,DBU,1,Dallas Baptist University[b],Patriots,Dallas,TX,Lone Star Conference,NA,NA,596703,1,2025,41,18,0,DBU,1,2025,41,73.42105263,71.95454545,10,6,16,9,0,TX,CA,Canada,21,3,3
740,224527,East Texas Baptist University,TX,32.557847,-94.374488,NA,Yes,Yes,No,No,204,1355,Undergraduate,Full-time,$110 ,13661,26964,1618,1044,405,Total,Recommended,NA,NA,0.645241038,204,American Southwest Conference,East Texas Baptist University,3087,East Texas Baptist University,TX,Marshall,75670-1498,1364,https://www.etbu.edu/,30050,30050,32,0.601,NA,3,NA,23790,NA,27661,latest,1062,East Tex. Baptist,3,East Texas Baptist University,Tigers,Marshall,TX,American Southwest Conference,NA,NA,597105,3,2025,31,16,0,East Tex. Baptist,3,2025,41,73.58823529,70.75,11,6,8,16,0,TX,CA,LA,34,2,2
741,225247,Hardin-Simmons University,TX,32.476434,-99.73564,NA,Yes,Yes,No,No,204,1392,Undergraduate,Full-time,$110 ,17215,28070,2195,2009,388,Total,Considered,590,580,0.915261959,204,American Southwest Conference,Hardin-Simmons University,3102,Hardin-Simmons University,TX,Abilene,79698-0001,1275,https://www.hsutx.edu/,31686,31686,12,0.9653,1064,5,NA,21031,NA,26442,latest,271,Hardin-Simmons,3,Hardin–Simmons University,Cowboys and Cowgirls,Abilene,TX,American Southwest Conference,NA,NA,597293,3,2025,13,26,0,Hardin-Simmons,3,2025,48,72.25,70.5,10,16,9,13,0,TX,CA,WA,46,1,1
742,225548,Howard Payne University,TX,31.716467,-98.985204,NA,Yes,Yes,No,No,204,704,Undergraduate,Full-time,$110 ,13977,28730,1333,790,231,Total,Recommended,NA,NA,0.592648162,204,American Southwest Conference,Howard Payne University,3112,Howard Payne University,TX,Brownwood,76801-2794,716,www.hputx.edu/,33322,33322,33,0.6769,1019,5,NA,25255,NA,29652,latest,2741,Howard Payne,3,Howard Payne University,Yellow Jackets,Brownwood,TX,American Southwest Conference,NA,NA,597143,3,2025,9,31,0,Howard Payne,3,2025,40,71.71428571,70.63157895,13,5,11,11,0,TX,NA,NA,21,NA,NA
743,226091,Lamar University,TX,30.042738,-94.072244,NA,Yes,Yes,No,No,137,6772,Undergraduate,Full-time,$110 ,3100,18470,6129,5397,1569,Total,Considered,560,540,0.880567792,137,Western Athletic Conference,Lamar University,3119,Lamar University,TX,Beaumont,77705,7945,www.lamar.edu/,8690,18482,12,0.8573,1040,5,11429,NA,18473,NA,latest,346,Lamar University,1,Lamar,Cardinals[ab],Beaumont,TX,Southland Conference,NA,NA,596579,1,2025,40,17,0,Lamar University,1,2025,41,72.52941176,72,1,4,19,17,0,TX,Australia,LA,29,2,2
744,226231,LeTourneau University,TX,32.46632,-94.726394,NA,Yes,Yes,No,No,204,1994,Undergraduate,Full-time,$110 ,18014,29219,2290,1241,328,Total,Considered,690,680,0.541921397,204,American Southwest Conference,LeTourneau University,3125,LeTourneau University,TX,Longview,75602,1510,www.letu.edu/,35500,35500,13,0.4068,1262,5,NA,25314,NA,29482,latest,8490,LeTourneau,3,LeTourneau University,Yellow Jackets,Longview,TX,Southern Collegiate Athletic Conference,NA,NA,597150,3,2025,23,20,0,LeTourneau,3,2025,40,72.57894737,71.3,8,8,7,16,1,TX,TN,AR,29,4,2
745,226383,Lubbock Christian University,TX,33.575973,-101.934426,https://www.lcu.edu/about-lcu/student-right-to-know,Yes,Yes,No,No,147,1160,Undergraduate,Full-time,$110 ,14126,24135,893,850,310,Total,Considered,593,593,0.951847704,147,Lone Star Conference,Lubbock Christian University,3127,Lubbock Christian University,TX,Lubbock,79407-2099,1210,https://www.lcu.edu/,27298,27298,11,0.7319,1086,5,NA,25910,NA,26977,latest,30177,Lubbock Christian,2,Lubbock Christian University,Chaparrals & Lady Chaps,Lubbock,TX,Lone Star Conference,NA,NA,596831,2,2025,34,23,0,Lubbock Christian,2,2025,42,74.53846154,71.75,4,1,19,18,0,TX,NM,CO,22,6,3
746,226587,McMurry University,TX,32.429776,-99.748682,NA,Yes,Yes,No,No,204,1030,Undergraduate,Full-time,$110 ,16141,26143,1372,1075,302,Total,Considered,610,620,0.783527697,204,American Southwest Conference,McMurry University,3131,McMurry University,TX,Abilene,79697,1108,https://mcm.edu/,31372,31372,12,0.5765,1072,5,NA,19988,NA,28964,latest,8530,McMurry,NA,NA,NA,NA,NA,NA,NA,NA,597151,3,2025,35,13,0,McMurry,3,2025,43,NA,71.5,12,6,12,13,0,TX,AZ,NA,42,1,NA
747,227526,Prairie View A & M University,TX,30.092425,-95.989475,NA,Yes,Yes,No,No,133,7759,Undergraduate,Full-time,$110 ,7711,18064,6753,5200,1811,Total,Required,530,520,0.770028136,133,Southwestern Athletic Conference,Prairie View A & M University,3154,Prairie View A & M University,TX,Prairie View,77446,8527,www.pvamu.edu/,11299,26874,42,0.753,949,1,14041,NA,23032,NA,latest,553,Prairie View,1,Prairie View A&M,Panthers[an],Prairie View,TX,Southwestern Athletic Conference,NA,NA,596651,1,2025,17,36,0,Prairie View,1,2025,41,73.5,72.29411765,9,13,8,11,0,TX,FL,LA,15,4,2
748,227757,Rice University,TX,29.717897,-95.402035,https://riceowls.com/sports/2018/7/17/athleteservices-academic-awards-html.aspx,Yes,Yes,No,No,111,4332,Undergraduate,Full-time,$110 ,28109,43636,29544,2802,1226,Total,Considered,770,800,0.094841592,111,Conference USA,Rice University,3157,Rice University,TX,Houston,77005-1827,4562,www.rice.edu/,58128,58128,11,0.0788,1553,5,NA,12640,NA,39303,latest,574,Rice,1,Rice,Owls,Houston,TX,American Athletic Conference,NA,NA,596657,1,2025,17,40,0,Rice,1,2025,40,73.95238095,72.89473684,11,6,11,12,0,TX,FL,GA,22,5,3
749,227845,Saint Edward's University,TX,30.229618,-97.754998,www.stedwards.edu/consumer-disclosures,Yes,Yes,No,No,147,2612,Undergraduate,Full-time,$110 ,32572,31099,4940,4553,613,Total,Neither required nor recommended,NA,NA,0.921659919,147,Lone Star Conference,Saint Edward's University,3158,Saint Edward's University,TX,Austin,78704-6489,2729,https://www.stedwards.edu/,51384,51384,11,0.8369,1135,5,NA,23636,NA,35487,latest,1334,St. Edward's,2,St. Edward's University,Hilltoppers,Austin,TX,Lone Star Conference,NA,NA,596746,2,2025,37,23,0,St. Edward's,2,2025,56,73.31818182,71.3,12,7,21,16,0,TX,CA,CO,44,4,1
750,227881,Sam Houston State University,TX,30.714738,-95.546205,www.gobearkats.com/ViewArticle.dbml?&DB_OEM_ID=19900&ATCLID=205085299,Yes,Yes,No,No,137,16166,Undergraduate,Full-time,$110 ,1284,22678,11556,11161,2908,Total,Considered,570,550,0.965818622,137,Western Athletic Conference,Sam Houston State University,3161,Sam Houston State University,TX,Huntsville,77340,18138,www.shsu.edu/,9228,19020,32,0.8539,1055,5,16025,NA,23198,NA,latest,624,Sam Houston,1,Sam Houston,Bearkats,Huntsville,TX,Conference USA,NA,NA,596667,1,2025,12,43,0,Sam Houston,1,2025,37,73.89473684,71.66666667,11,11,11,4,0,TX,NE,CO,32,2,1
751,228042,Schreiner University,TX,30.031458,-99.130586,www.schreinermountaineers.com/landing/index,Yes,Yes,No,No,198,991,Undergraduate,Full-time,$110 ,17643,27524,1443,1209,251,Total,Considered,590,570,0.837837838,198,Southern Collegiate Athletic Conference,Schreiner University,3164,Schreiner University,TX,Kerrville,78028-5697,1028,www.schreiner.edu/,37396,37396,33,0.8797,NA,3,NA,20410,NA,27675,latest,1355,Schreiner,3,Schreiner University,Mountaineers,Kerrville,TX,Southern Collegiate Athletic Conference,NA,NA,597133,3,2025,10,29,0,Schreiner,3,2025,68,72.15384615,70.80769231,2,23,19,11,13,TX,NV,OR,49,1,1
752,228343,Southwestern University,TX,30.634341,-97.665738,www.southwestern.edu/about-southwestern/university-profile/statements-disclosures/,Yes,Yes,No,No,198,1536,Undergraduate,Full-time,$110 ,25466,36202,4757,2428,355,Total,Considered,680,650,0.510405718,198,Southern Collegiate Athletic Conference,Southwestern University,3176,Southwestern University,TX,Georgetown,78626,1454,https://www.southwestern.edu/,51058,51058,13,0.3907,1269,5,NA,27468,NA,33832,latest,8746,Southwestern (TX),3,Southwestern University,Pirates,Georgetown,TX,Southern Athletic Association,NA,NA,597154,3,2025,13,26,0,Southwestern (TX),3,2025,46,NA,77,18,9,8,11,0,TX,NA,NA,1,NA,NA
753,228149,St. Mary's University,TX,29.453244,-98.562778,https://www.stmarytx.edu/compliance/consumer-information/,Yes,Yes,No,No,209,1928,Undergraduate,Full-time,$110 ,20204,25520,4305,3808,606,Total,Neither required nor recommended,NA,NA,0.884552846,209,Heartland Conference,St. Mary's University,3166,St. Mary's University,TX,San Antonio,78228,1911,www.stmarytx.edu/,36242,36242,11,0.8895,989,5,NA,21352,NA,23038,latest,1346,St. Mary's (TX),2,St. Mary's University,Rattlers,San Antonio,TX,Lone Star Conference,NA,NA,596748,2,2025,29,24,0,St. Mary's (TX),2,2025,38,72.16666667,70.1,5,7,15,11,0,TX,IL,NA,37,1,NA
754,228431,Stephen F Austin State University,TX,31.621056,-94.64908,NA,Yes,Yes,No,No,137,9004,Undergraduate,Full-time,$110 ,2483,21919,8214,7551,1713,Total,Required,590,570,0.919284149,137,Western Athletic Conference,Stephen F Austin State University,3177,Stephen F Austin State University,TX,Nacogdoches,75961,8746,https://www.sfasu.edu/,10600,20680,33,0.8825,1074,5,15152,NA,21940,NA,latest,676,SFA,1,Stephen F. Austin,Lumberjacks[ar],Nacogdoches,TX,Southland Conference,NA,NA,596689,1,2025,18,31,0,SFA,1,2025,40,73.35,71.45,6,3,24,7,0,TX,AR,AZ,32,1,1
755,228501,Sul Ross State University,TX,30.363139,-103.651469,NA,Yes,Yes,No,No,204,1270,Undergraduate,Full-time,$110 ,2937,19497,549,549,195,Total,Considered,520,530,1,204,American Southwest Conference,Sul Ross State University,3181,Sul Ross State University,TX,Alpine,79832,1378,www.sulross.edu/,7592,17384,33,0.9562,984,5,10991,NA,20654,NA,latest,1390,Sul Ross St.,NA,NA,NA,NA,NA,NA,NA,NA,596970,2,2025,4,46,0,Sul Ross St.,2,2025,38,73.6,70.66666667,7,8,12,10,1,TX,NA,NA,1,NA,NA
756,228529,Tarleton State University,TX,32.214988,-98.214866,https://www.tarleton.edu/iaea/effectiveness/athletics.html,Yes,Yes,No,No,137,10517,Undergraduate,Full-time,$110 ,50,22236,10657,6054,2150,Total,Considered,580,560,0.56807732,137,Western Athletic Conference,Tarleton State University,3182,Tarleton State University,TX,Stephenville,76401-0000,12263,www.tarleton.edu/,7878,17958,33,0.942,1068,5,20261,NA,22981,NA,latest,1395,Tarleton St.,1,Tarleton State,Texans,Stephenville,TX,Western Athletic Conference[FB 1][C 1],NA,NA,596700,1,2025,24,32,0,Tarleton St.,1,2025,41,73.13043478,71.77777778,8,4,19,10,0,TX,IA,OK,30,2,2
757,226152,Texas A & M International University,TX,27.571172,-99.436043,www.tamiu.edu/athleticcompliance/Graduation.shtml,Yes,Yes,No,No,147,6040,Undergraduate,Full-time,$110 ,4771,11542,5263,2862,1139,Total,Required,570,540,0.543796314,147,Lone Star Conference,Texas A & M International University,3123,Texas A & M International University,TX,Laredo,78041-1900,6502,www.tamiu.edu/,7846,19382,11,0.4596,1008,1,3061,NA,8972,NA,latest,30090,Tex. A&M Int'l,NA,NA,NA,NA,NA,NA,NA,NA,596811,2,2025,17,33,0,Tex. A&M Int'l,2,2025,37,72.25,70.28571429,6,7,14,10,0,TX,PR,NA,2,1,NA
758,228723,Texas A & M University-College Station,TX,30.618726,-96.336475,"registrar.tamu.edu/Catalogs,-Policies-Procedures/Student-Right-to-Know",Yes,Yes,No,No,130,51152,Undergraduate,Full-time,$110 ,2110,29341,43763,28132,12323,Total,Required,680,700,0.642826132,130,Southeastern Conference,Texas A & M University-College Station,3190,Texas A & M University-College Station,TX,College Station,77843-1246,59099,https://www.tamu.edu/,13099,40328,12,0.6325,1272,1,20924,NA,29548,NA,latest,697,Texas A&M,1,Texas A&M,Aggies,College Station,TX,Southeastern Conference,NA,NA,596420,1,2025,30,26,0,Texas A&M,1,2025,42,74.96,73.70588235,11,10,13,8,0,TX,CA,MO,24,5,2
759,224147,Texas A & M University-Corpus Christi,TX,27.713723,-97.32395,https://www.tamucc.edu/cost-and-aid/financial-aid/islander-right-to-know.php,Yes,Yes,No,No,132,7193,Undergraduate,Full-time,$110 ,5370,17830,7222,6592,1790,Total,Recommended,600,580,0.912766547,132,Southland Conference,Texas A & M University-Corpus Christi,3079,Texas A & M University-Corpus Christi,TX,Corpus Christi,78412-5503,7804,https://www.tamucc.edu/,9748,21033,11,0.8947,1086,5,15137,NA,22683,NA,latest,26172,A&M-Corpus Christi,1,Texas A&M–Corpus Christi,Islanders,Corpus Christi,TX,Southland Conference,NA,NA,596471,1,2025,21,31,0,A&M-Corpus Christi,1,2025,43,73.21052632,71.95833333,9,6,12,16,0,TX,OK,CA,24,6,2
760,228705,Texas A & M University-Kingsville,TX,27.525168,-97.882387,https://javelinaathletics.com/sports/2016/3/30/student-right-to-know.aspx,Yes,Yes,No,No,147,4335,Undergraduate,Full-time,$110 ,3107,18974,4936,4584,936,Total,Considered,560,560,0.928687196,147,Lone Star Conference,Texas A & M University-Kingsville,3189,Texas A & M University-Kingsville,TX,Kingsville,78363,4622,https://www.tamuk.edu/,9892,26106,32,0.9229,1030,5,10204,NA,17903,NA,latest,696,Tex. A&M-Kingsville,2,Texas A&M University-Kingsville,Javelinas,Kingsville,TX,Lone Star Conference,NA,NA,596940,2,2025,27,25,0,Tex. A&M-Kingsville,2,2025,51,73.5,71.14285714,5,7,16,15,8,TX,Mexico,NA,9,1,NA
761,228875,Texas Christian University,TX,32.70961,-97.364758,www.hea101.tcu.edu/,Yes,Yes,No,No,108,10040,Undergraduate,Full-time,$110 ,22812,48613,19782,10606,2560,Total,Considered,670,680,0.536143969,108,Big Twelve Conference,Texas Christian University,3197,Texas Christian University,TX,Fort Worth,76129,10919,https://www.tcu.edu/,57220,57220,11,0.426,1303,5,NA,33531,NA,49598,latest,698,TCU,1,TCU,Horned Frogs,Fort Worth,TX,Big 12 Conference,NA,NA,596421,1,2025,39,20,0,TCU,1,2025,40,75.04347826,72.82352941,17,9,11,3,0,TX,CA,MO,16,13,2
762,228981,Texas Lutheran University,TX,29.573261,-97.982669,NA,Yes,Yes,No,No,198,1353,Undergraduate,Full-time,$110 ,23433,21749,2630,1655,313,Total,Neither required nor recommended,NA,NA,0.629277567,198,Southern Collegiate Athletic Conference,Texas Lutheran University,3200,Texas Lutheran University,TX,Seguin,78155-5999,1260,www.tlu.edu/,34920,34920,31,0.9479,1124,5,NA,22587,NA,26533,latest,1400,Texas Lutheran,NA,NA,NA,NA,NA,NA,NA,NA,597134,3,2025,24,15,0,Texas Lutheran,3,2025,40,71.84615385,71.81481481,11,5,15,9,0,TX,CA,NA,38,1,NA
763,229063,Texas Southern University,TX,29.721046,-95.361113,NA,Yes,Yes,No,No,133,5114,Undergraduate,Full-time,$110 ,2500,22179,10554,6654,1294,Total,Considered,510,490,0.630471859,133,Southwestern Athletic Conference,Texas Southern University,3203,Texas Southern University,TX,Houston,77004,6619,www.tsu.edu/,9173,21773,11,0.9335,913,5,19734,NA,NA,NA,latest,699,Texas Southern,1,Texas Southern,Tigers[v],Houston,TX,Southwestern Athletic Conference,NA,NA,596422,1,2025,22,32,0,Texas Southern,1,2025,38,72.8,71.36363636,15,2,11,10,0,TX,CA,NA,14,1,NA
764,228459,Texas State University,TX,29.888885,-97.943029,https://txstatebobcats.com/sports/2017/10/3/graduation-rates.aspx,Yes,Yes,No,No,134,28633,Undergraduate,Full-time,$110 ,4097,21700,31073,21748,6650,Total,Considered,600,580,0.699900235,134,Sun Belt Conference,Texas State University,3178,Texas State University,TX,San Marcos,78666,34547,https://www.txst.edu/,11450,23210,13,0.8948,1093,5,16438,NA,23150,NA,latest,670,Texas St.,1,Texas State,Bobcats,San Marcos,TX,Sun Belt Conference[C 2],NA,NA,596686,1,2025,27,31,0,Texas St.,1,2025,43,73.60869565,71.7,7,5,24,7,0,TX,FL,OK,38,2,2
765,229115,Texas Tech University,TX,33.583448,-101.874783,www.depts.ttu.edu/studentconduct/right-to-know.php,Yes,Yes,No,No,108,31400,Undergraduate,Full-time,$110 ,2551,24698,33756,22908,6629,Total,Considered,640,640,0.678634909,108,Big Twelve Conference,Texas Tech University,3204,Texas Tech University,TX,Lubbock,79409-5005,32446,www.ttu.edu/,11852,24451,11,0.7089,1182,5,20071,NA,24903,NA,latest,700,Texas Tech,1,Texas Tech,Red Raiders[at],Lubbock,TX,Big 12 Conference,NA,NA,596423,1,2025,20,33,0,Texas Tech,1,2025,40,74.52173913,72.05882353,9,11,14,6,0,TX,CA,FL,24,4,3
766,228769,The University of Texas at Arlington,TX,32.729718,-97.11296,www.ncaa.org/about/resources/research/graduation-rates,Yes,Yes,No,No,134,26173,Undergraduate,Full-time,$110 ,3119,21411,15498,14367,4579,Total,Considered,610,610,0.927022842,134,Sun Belt Conference,The University of Texas at Arlington,3191,The University of Texas at Arlington,TX,Arlington,76013,30834,https://www.uta.edu/,11728,29660,11,0.8129,1116,5,15235,NA,22617,NA,latest,702,UT Arlington,1,UT Arlington,Mavericks,Arlington,TX,Western Athletic Conference[C 1],NA,NA,596424,1,2025,21,33,0,UT Arlington,1,2025,36,73.52631579,72.5625,6,6,13,11,0,TX,CA,AZ,32,2,1
767,228778,The University of Texas at Austin,TX,30.282825,-97.738273,https://texassports.com/sports/2014/3/5/compliance_0305140211.aspx#future,Yes,Yes,No,No,108,37327,Undergraduate,Full-time,$110 ,953,28408,66077,18994,9060,Total,Considered,730,770,0.287452518,108,Big Twelve Conference,The University of Texas at Austin,3192,The University of Texas at Austin,TX,Austin,78705,42100,https://www.utexas.edu/,11678,42778,11,0.2912,1380,5,19678,NA,28972,NA,latest,703,Texas,1,Texas,Longhorns,Austin,TX,Southeastern Conference,NA,NA,596425,1,2025,44,14,0,Texas,1,2025,45,74.16666667,73.38095238,15,12,13,5,0,TX,CA,MI,28,7,2
768,228787,The University of Texas at Dallas,TX,32.984673,-96.749702,NA,Yes,Yes,No,No,204,18971,Undergraduate,Full-time,$110 ,3744,24712,18838,16429,4042,Total,Recommended,NA,NA,0.872120183,204,American Southwest Conference,The University of Texas at Dallas,3193,The University of Texas at Dallas,TX,Richardson,75080-3021,21317,www.utdallas.edu/,14564,40064,12,0.6546,1300,5,17435,NA,25491,NA,latest,23121,Texas-Dallas,NA,NA,NA,NA,NA,NA,NA,NA,597173,2,2025,32,6,0,Texas-Dallas,2,2025,45,72.42105263,71.26923077,3,5,21,16,0,TX,NA,NA,7,NA,NA
769,229027,The University of Texas at San Antonio,TX,29.583709,-98.620657,https://web3.ncaa.org/aprsearch/gsrsearch,Yes,Yes,No,No,111,25250,Undergraduate,Full-time,$110 ,1234,20426,21726,19662,5512,Total,Considered,620,600,0.904998619,111,Conference USA,The University of Texas at San Antonio,3202,The University of Texas at San Antonio,TX,San Antonio,78249-1644,29675,www.utsa.edu/,8991,21965,11,0.8846,1102,5,11234,NA,19758,NA,latest,706,UTSA,1,UTSA,Roadrunners,San Antonio,TX,American Athletic Conference,NA,NA,596426,1,2025,47,15,0,UTSA,1,2025,38,74.25,72.27272727,9,4,14,11,0,TX,FL,AZ,27,2,1
770,228802,The University of Texas at Tyler,TX,32.315772,-95.254337,https://www.uttyler.edu/registrar/acadinfo/righttoknow.php,Yes,Yes,No,No,147,6006,Undergraduate,Full-time,$110 ,2137,20398,3577,3358,1169,Total,Considered,630,620,0.93877551,147,Lone Star Conference,The University of Texas at Tyler,3195,The University of Texas at Tyler,TX,Tyler,75799-6699,7009,https://www.uttyler.edu/,9920,25198,12,0.9154,1113,5,13931,NA,21450,NA,latest,30028,UT Tyler,NA,NA,NA,NA,NA,NA,NA,NA,596846,2,2025,49,13,0,UT Tyler,2,2025,42,73.54545455,72.36842105,1,8,13,20,0,TX,LA,CO,34,2,1
771,227368,The University of Texas Rio Grande Valley,TX,26.306759,-98.173567,www.utrgv.edu/sair/data-reports/consumer-information-disclosures/index.htm,Yes,Yes,No,No,137,22846,Undergraduate,Full-time,$110 ,3279,14709,14386,13508,5439,Total,Recommended,NA,NA,0.938968442,137,Western Athletic Conference,The University of Texas Rio Grande Valley,3149,The University of Texas Rio Grande Valley,TX,Edinburg,78539-2999,27026,www.utrgv.edu/,9859,19939,12,0.8482,1020,5,6500,NA,16528,NA,latest,536,UTRGV,1,UTRGV,Vaqueros,Edinburg[L 20],TX,Southland Conference,NA,NA,596646,1,2025,36,18,0,UTRGV,1,2025,38,73.04545455,71.8125,3,5,13,17,0,TX,CA,GA,29,2,1
772,229267,Trinity University,TX,29.462682,-98.48186,NA,Yes,Yes,No,No,198,2450,Undergraduate,Full-time,$110 ,28992,34692,9626,3246,663,Total,Considered,730,738,0.337211718,198,Southern Collegiate Athletic Conference,Trinity University,3207,Trinity University,TX,San Antonio,78212-7200,2518,https://new.trinity.edu/,51352,51352,11,0.2816,1407,5,NA,23650,NA,35186,latest,715,Trinity (TX),3,Trinity University,Tigers,San Antonio,TX,Southern Athletic Association,NA,NA,597049,3,2025,41,10,0,Trinity (TX),3,2025,58,73.9,72.10526316,27,12,7,12,0,TX,CA,MD,37,10,2
773,224323,University of Dallas,TX,32.846221,-96.919512,www.udallas.edu/offices/registrar/right-to-know.php,Yes,Yes,No,No,198,1486,Undergraduate,Full-time,$110 ,29536,33774,4990,2912,476,Total,Considered,720,670,0.583567134,198,Southern Collegiate Athletic Conference,University of Dallas,3085,University of Dallas,TX,Irving,75062-4736,1403,https://udallas.edu/,50880,50880,11,0.542,1284,5,NA,25470,NA,34646,latest,1044,Dallas,3,University of Dallas,Crusaders,Irving,TX,Southern Collegiate Athletic Conference,NA,NA,597103,3,2025,8,27,0,Dallas,3,2025,35,72.16666667,70.92307692,19,9,4,3,0,TX,CO,NC,18,1,1
774,225511,University of Houston,TX,29.720393,-95.343537,www.ncaa.org/about/resources/research/graduation-rates,Yes,Yes,No,No,372,32296,Undergraduate,Full-time,$110 ,1613,22517,29721,19474,5437,Total,Considered,660,670,0.655226944,372,American Athletic Conference,University of Houston,3110,University of Houston,TX,Houston,77204-2018,37175,www.uh.edu/,9711,22191,11,0.6953,1229,5,13853,NA,22969,NA,latest,288,Houston,1,Houston,Cougars,Houston,TX,Big 12 Conference,NA,NA,596561,1,2025,30,25,0,Houston,1,2025,42,74.45,71.95,9,10,16,7,0,TX,FL,CA,18,5,2
775,226471,University of Mary Hardin-Baylor,TX,31.066793,-97.463471,https://go.umhb.edu/resources/ir/consumer-information#1845,Yes,Yes,No,No,204,2748,Undergraduate,Full-time,$110 ,10701,34629,14587,14491,861,Total,Considered,590,570,0.993418798,204,American Southwest Conference,University of Mary Hardin-Baylor,3129,University of Mary Hardin-Baylor,TX,Belton,76513-2599,2959,https://go.umhb.edu/,33150,33150,22,0.9512,1098,5,NA,28690,NA,33693,latest,1203,Mary Hardin-Baylor,3,University of Mary Hardin–Baylor,Crusaders,Belton,TX,American Southwest Conference,NA,NA,597124,3,2025,24,18,0,Mary Hardin-Baylor,3,2025,53,NA,NA,15,10,12,16,0,NA,NA,NA,NA,NA,NA
776,227863,University of St. Thomas (Texas),TX,29.736438,-95.393102,NA,Yes,Yes,No,No,198,2350,Undergraduate,Full-time,$110 ,16834,25805,1140,1122,443,Total,Considered,610,610,0.984210526,198,Southern Collegiate Athletic Conference,University of St. Thomas (Texas),3160,University of St Thomas,TX,Houston,77006-4696,2826,https://www.stthom.edu/,33660,33660,11,0.9334,1204,5,NA,18762,NA,26466,latest,2810,St. Thomas (TX),3,University of St. Thomas (Texas),Celts,Houston,TX,Southern Collegiate Athletic Conference,NA,NA,597345,3,2025,19,20,0,St. Thomas (TX),3,2025,55,77,69,16,8,15,15,1,TX,NA,NA,2,NA,NA
